Allentown PA-NJ,Med,2012,650,63,333,5080,5400,17.14,89.56,3.55,4.00,,,,8594,65,15,76,16824,65,30,86,1.17,50,1.19,60,,,399,67,704,84
Allentown PA-NJ,Med,2013,650,64,333,5310,5284,17.39,89.60,3.52,3.93,,,,8662,65,15,78,16956,65,30,87,1.17,52,1.19,60,,,396,67,699,87
Allentown PA-NJ,Med,2014,655,64,329,5427,5231,17.67,94.04,3.36,3.69,25,24,2,8743,65,15,78,17114,65,30,86,1.17,54,1.19,61,2,78,393,67,694,87
Anchorage AK,Sml,1982,180,91,67,800,1700,7.20,43.08,1.51,1.77,,,,510,87,3,36,977,87,9,65,1.01,98,1.04,90,,,59,87,297,62
Anchorage AK,Sml,1983,185,91,70,855,1805,7.43,44.23,1.44,1.69,,,,614,83,3,42,1177,86,11,57,1.02,90,1.05,85,,,69,86,347,61
Anchorage AK,Sml,1984,190,90,72,875,1820,7.75,46.47,1.41,1.65,,,,677,83,3,54,1298,86,11,64,1.03,85,1.06,76,,,72,86,366,60
Anchorage AK,Sml,1985,195,91,75,900,1830,8.03,47.83,1.40,1.64,,,,764,83,4,40,1463,86,12,63,1.04,81,1.06,81,,,79,86,399,60
Anchorage AK,Sml,1986,200,91,77,925,1840,8.18,46.57,1.07,1.25,,,,825,83,4,48,1580,86,13,65,1.04,85,1.07,72,,,84,85,423,59
Anchorage AK,Sml,1987,200,91,78,960,1860,8.48,48.53,1.09,1.28,,,,908,84,5,39,1740,85,14,64,1.05,79,1.07,78,,,89,85,449,61
Anchorage AK,Sml,1988,205,90,80,1000,1885,8.83,50.04,1.09,1.28,,,,1024,84,5,47,1962,84,16,62,1.06,74,1.08,74,,,96,85,486,58
Anchorage AK,Sml,1989,205,92,81,1030,1890,9.25,52.81,1.18,1.38,,,,1101,86,6,44,2109,86,17,63,1.06,80,1.09,69,,,99,86,499,58
Anchorage AK,Sml,1990,205,94,82,1045,1900,9.75,55.03,1.18,1.48,,,,1254,85,6,51,2402,85,19,64,1.08,63,1.11,59,,,107,85,539,55
Anchorage AK,Sml,1991,205,94,83,1075,1920,10.17,57.31,1.30,1.21,,,,1431,85,7,49,2741,86,21,62,1.09,62,1.12,54,,,117,83,590,53
Anchorage AK,Sml,1992,210,94,86,1120,1920,10.47,59.01,1.29,1.18,,,,1520,85,8,47,2913,86,22,63,1.10,59,1.13,51,,,120,85,609,55
Anchorage AK,Sml,1993,210,95,88,1170,1905,10.78,60.84,1.31,1.28,,,,1639,85,8,50,3141,86,23,66,1.11,54,1.14,50,,,126,83,637,53
